app	loop	share	class	family	tree
gta2-gameplay	gta2+0x004d71d6	0.78	OTHER	CALL_GLUE	push ld16(this+0x364); ecx=this; call 0x004d7660 ; calls the indexed getter once per iteration of the table walk
gta2-gameplay	gta2+0x005c9fcc	0.76	OTHER	X87+CALL_GLUE	mul(cvt(ld32(esp+0x24)),K); mul(cvt(0xff),K); four copies of a loaded const; fstp into g+0x18/0x1c/0x38/0x3c/0x58/0x5c/0x78/0x7c; push x3; call [iat] ; colour/texcoord half of the same 4-vertex fill, ends in the DirectDraw/D3D indirect call
gta2-gameplay	gta2+0x004084a0	0.75	ARITH	FIXPT_MUL	sar64(imul64(ld32(this), ld32(arg)), 14) ; 18.14 fixed-point multiply; the 64-bit shift is a call out to the CRT __allshr helper at 0x005de920, so one multiply costs three ranked blocks
gta2-gameplay	gta2+0x005de920	0.73	OTHER	CMP_SKIP	cmp(c,0x40) >=u -> overshift path ; CRT __allshr entry dispatch
rct-gameplay	RCT+0x00401875	28.74	OTHER	COUNTER	i=add(L32[fp-8],1) -> st32(fp-8); cmp(L32[fp-8],0xa00) ; loop counter incremented in memory and immediately reloaded from the same stack slot; head of the 0xa00-entry table clear, pairs with 0x00401885
rct-gameplay	RCT+0x00401885	28.74	MEM	MEMFILL	st8(add(L32[fp-8],0x569360),0) ; body of the same 2560-byte global clear, index reloaded from fp-8 again; the two blocks together are 57.5% of the window
rct-gameplay	RCT+0x0055790a	8.98	OTHER	COUNTER	i=add(i,1); acc=add(acc,L32[g]); cmp(i,L32[g2]) ; cursor advanced by a stride held in a global, limit reloaded from a global every iteration; back edge of the 0x0055785a scan
rct-gameplay	RCT+0x0055785a	4.49	OTHER	CMP_SKIP	cmp8(L8[base+idx+0x8e1da3],0) ; byte-table probe, body of the two-block scan whose counter is 0x0055790a
rct-gameplay	RCT+0x00449d7e	3.82	OTHER	COUNTER	p=add(p,0x260); i=add(i,1); cmp(i,0xff) ; 0x260-byte record walk over a 255-entry array
rct-gameplay	RCT+0x00449528	1.91	OTHER	CMP_SKIP	cmp8(L8[p],0xff) ; sentinel test, body of the record walk above
rct-gameplay	RCT+0x00424e0c	1.72	ARITH	FIELD_REPACK+ADDR_SCALE	v=L16[g]; six x {shr(v,1);rcl(e,1)} interleaved with six x {shr(v,1);rcl(o,1)} -> bit-deinterleave into even/odd halves; t=or(shl(o,7),e); h=ror(or(rol(shl(shr(t,7),5),7),shl(and(t,0x7f),5)),5); p=L32[tbl+h*4]; test8(L8[p],0x3c) ; 16-bit-operand Morton-style tile-coordinate unpack feeding the map-element table, hand-written 386 with rcl carry chains
rct-gameplay	RCT+0x004094c6	0.88	ARITH	BYTE_PACK+ADDR_SCALE	st8(0x5678a0+i*4+k, L8[src+i*4+(2-k)]) for k=0..2; st8(0x5678a3+i*4,5) ; palette entry byte-reversed into a 4-byte slot, i reloaded from fp-8 eight times in the block
rct-gameplay	RCT+0x00404640	0.61	OTHER	CALL_GLUE	push ebp; mov ebp,esp; push x3; call L32[iat] ; frame setup and one imported call
rct-gameplay	RCT+0x00559ee6	0.57	OTHER	CMP_SKIP	cmp16(a, add(L16[p+2],L16[q+0x20])) ; 16-bit clip/range test inside the map-element walk
rct-gameplay	RCT+0x00404651	0.51	OTHER	CALL_GLUE	pop x3; leave; ret ; epilogue of the block above
rct-gameplay	RCT+0x00559ed4	0.47	OTHER	CMP_SKIP	t=L8[p]; cmp8(t,0x15) ; map-element type test, head of a 0x10-stride list walk
rct-gameplay	RCT+0x00559f1f	0.45	OTHER	COUNTER	i=add(i,1); p=add(p,0x10) ; back edge of that walk
rct-gameplay	RCT+0x0055a0af	0.39	OTHER	CMP_SKIP	t=L8[p]; cmp8(t,0x15) ; same element-type test in a second static copy of the walk
rct-gameplay	RCT+0x00424f58	0.37	ARITH	FIELD_REPACK+ADDR_SCALE	h=ror(or(rol(y,7),x),5); p=L32[tbl+h*4]; cmp8(and(L8[p],0x3c),0xc) ; tail of the tile-coordinate hash, same repack as 0x00424e0c with a different element-class test
rct-gameplay	RCT+0x0055a105	0.36	OTHER	COUNTER	p=add(p,0x10); i=add(i,1) ; back edge of the 0x0055a0af walk
rct-gameplay	RCT+0x00559edb	0.30	OTHER	CMP_SKIP	cmp8(t,0) ; second arm of the element-type ladder
rct-gameplay	RCT+0x00559ee0	0.30	OTHER	CMP_SKIP	bt(L32[p+0x10],i) ; bit-vector membership test on the element record
rct-gameplay	RCT+0x004253f5	0.30	ARITH	FIELD_REPACK+ADDR_SCALE	h=ror(or(rol(y,7),x),5); p=L32[tbl+h*4]; test8(L8[p],0x3c) ; third static copy of the tile-hash tail
rct-gameplay	RCT+0x00438682	0.28	OTHER	CMP_SKIP	cmp(sub(a,L32[g]),0x19) ; distance-vs-limit test against a global, back edge of a short search
rct-gameplay	RCT+0x0055a709	0.26	OTHER	CMP_SKIP	cmp8(L8[p],0x15) ; element-type test, third copy of the walk
rct-gameplay	RCT+0x0055a0b5	0.24	OTHER	CMP_SKIP	cmp8(t,4) ; sub-type test in the 0x0055a0af walk
rct-gameplay	RCT+0x0055a70e	0.24	OTHER	CMP_SKIP	cmp8(L8[p],0x11) ; second element-type test in the 0x0055a709 walk
rct-gameplay	RCT+0x0055a764	0.24	OTHER	COUNTER	p=add(p,0x10) ; back edge of the 0x0055a709 walk
rct-gameplay	RCT+0x00429d4b	0.22	OTHER	CMP_SKIP	cmp16(L16[tblA+i*2],L16[tblB+i*2]) ; parallel 16-bit table compare, current vs previous UI state
heroes2-gameplay	H2DEMOW+0x004c7341	5.94	STREAM	RLE_TOKEN	p=add(L32[g],1) -> st32(g); t=L8[p-1]; test8(t,t) ; sprite RLE token fetch, the cursor lives in a global and is reloaded and stored every token
heroes2-gameplay	H2DEMOW+0x00499937	4.42	ARITH	ADDR_SCALE+BYTE_PACK	st8(tbl+i*4+k, shl(sext8(L8[add(i,i*2)+base+k]),2)) for k=0..2; st8(tbl+i*4+3,4) ; 6-bit VGA palette expanded into a 4-byte RGBA slot, i reloaded from fp-4 eight times
heroes2-gameplay	H2DEMOW+0x004c7700	2.70	MEM	MEMCOPY	rep_movsd(n>>2); rep_movsb(and(n,3)); dst=add(dst,n); st32(g_cursor,add(L32[g_cursor],n)) ; literal-run copy of the sprite blitter, all cursors round-tripped through globals
heroes2-gameplay	MSS32+0x2000da61	2.32	OTHER	IO_POLL	v=L32[add(L32[g_base],L32[g_i]*4)+0x56c]; cmp(v,x) ; Miles voice-slot scan, both index and base reloaded from globals every step
heroes2-gameplay	H2DEMOW+0x004d35f0	2.17	MEM	MEMCOPY	prologue; src=L32[fp+0xc]; dst=L32[fp+8]; n=L32[fp+0x10]; cmp(dst,src) ; memmove entry and copy-direction test
heroes2-gameplay	H2DEMOW+0x004c7558	2.09	ARITH	LUT_XLAT	st32(g_t,t); v=L8[p]; p=add(p,1); st32(g_p,p); n=sub(n,1); st32(g_tbl,tbl); st8(p-1,L8[tbl+v]) ; in-place shadow/recolour pass over a run, every live value spilled to a global inside the loop
heroes2-gameplay	H2DEMOW+0x004712a3	2.09	ARITH	ADDR_SCALE	a=add(L32[L32[this+0xae]], shl(mul(L32[L32[this+0xae]+8],L32[fp+0xc]),2)*3); a=add(a,L32[fp+8]*12) ; cell address = row*stride*12 + col*12, the this-pointer field loaded twice in one block
heroes2-gameplay	MSS32+0x2000dae8	1.93	OTHER	COUNTER	i=add(L32[g],1) -> st32(g); cmp(i,n) ; back edge of the voice-slot scan, counter in a global
heroes2-gameplay	H2DEMOW+0x004c755d	1.88	ARITH	LUT_XLAT	v=L8[p]; p=add(p,1); st32(g_p,p); n=sub(n,1); st32(g_tbl,tbl); st8(p-1,L8[tbl+v]) ; body of the same recolour loop, self-branching
heroes2-gameplay	H2DEMOW+0x004c73ba	1.67	STREAM	RLE_TOKEN	p=add(L32[g],1) -> st32(g); t=L8[p-1]; and(t,3) ; second token fetch, low two bits select the run kind
heroes2-gameplay	H2DEMOW+0x004c7651	1.62	OTHER	CMP_SKIP	st32(g1,dst); st32(g2,n); test(n,n) ; two global spills then a zero test in the blitter token ladder
heroes2-gameplay	H2DEMOW+0x004c7535	1.47	OTHER	CMP_SKIP	dst=add(base,row); st32(g1,tbl); st32(g2,dst); st32(g3,0); cmp(n,0) ; run setup, three globals written before the length test
heroes2-gameplay	H2DEMOW+0x00471246	1.44	OTHER	CALL_GLUE	prologue; st32(fp-4,this); cmp(L32[fp+8],0) ; C++ method entry with an argument sign check
heroes2-gameplay	H2DEMOW+0x004712b3	1.44	ARITH	ADDR_SCALE	a=add(L32[L32[this+0xae]], shl(v*3,2)); a=add(a,L32[fp+8]*12) ; tail half of the same cell-address computation, split into its own block by the fall-through
heroes2-gameplay	MSS32+0x2000b5c9	1.31	OTHER	COUNTER	n=sub(L32[g1],1) -> st32(g1); p=add(L32[g2],0x8d4) -> st32(g2); test(n,n) ; Miles sample-slot walk, 0x8d4 stride, both induction variables in globals
heroes2-gameplay	H2DEMOW+0x004c7728	1.26	OTHER	COUNTER	tbl=L32[g1]; y=add(L32[g2],1) -> st32(g2); dst=add(dst,L32[g3]) ; sprite row advance, three globals per iteration
heroes2-gameplay	H2DEMOW+0x004c7521	1.26	ARITH	ADDR_SCALE	tbl=add(shl(and(t,0x3c),6),0x4e9348); test(x,x) ; token bits 2..5 select a 64-byte remap table out of a static array
heroes2-gameplay	H2DEMOW+0x004d3616	1.20	MEM	MEMCOPY	r=and(n,3); rep_movsd(n>>2); jmp L32[jmptbl+r*4] ; dword bulk of memmove plus a computed jump into the 0..3 byte tail
heroes2-gameplay	H2DEMOW+0x004d3660	1.20	OTHER	CALL_GLUE	r=L32[fp+8]; pop x2; leave; ret ; memmove epilogue returning the destination
heroes2-gameplay	H2DEMOW+0x0047c525	1.05	OTHER	CALL_GLUE	esp=add(esp,0xc); push 0x10; push add(L32[fp-8],0x10); push add(L32[fp-4],0x1d0); call memmove ; fixed 16-byte struct copy issued through the generic memmove
heroes2-gameplay	H2DEMOW+0x004c735f	1.01	OTHER	CMP_SKIP	st32(g1,dst); st32(g2,row); st32(g3,n); and(n,0x3f) ; three spills then the 6-bit run-length extract
heroes2-gameplay	H2DEMOW+0x004c737d	0.97	OTHER	CMP_SKIP	st32(g,n); and(n,0x3f) ; same length extract, other arm of the token ladder
heroes2-gameplay	MSS32+0x20001298	0.97	OTHER	IO_POLL	cmp(L32[add(shl(L32[g1],5),L32[g2])],2) ; Miles 32-byte-stride driver-slot state poll
heroes2-gameplay	MSS32+0x20001316	0.97	OTHER	COUNTER	i=add(L32[g1],1) -> st32(g1); cmp(i,L32[g2]) ; back edge of that poll, counter and limit both global
heroes2-gameplay	H2DEMOW+0x004d3602	0.96	OTHER	CMP_SKIP	cmp(dst,add(src,n)) ; memmove overlap test choosing the forward or backward copy
quake2-gameplay	ref_soft+0x10012570	5.34	ARITH	FIXPT_STEP+FIELD_REPACK	st32(dst, or(shr(acc,16), and(acc+step,0xffff0000))); acc+=2*step; x2 per iter; dst+=8; dec n ; jnz ; D_DrawZSpans: one 16.16 z DDA, two 16-bit z values packed per dword store, self-loop
quake2-gameplay	ref_soft+0x10011e94	2.72	ARITH	CARRY_STRIDE+TEXEL_FETCH	s+=ld32(sstep_g); sbb c,c; src+=ld32(tbl+c*4); t+=tstep; st8(dst+k, ld8(src)) x16 ; D_DrawSpans8 unrolled 16-texel body, head with shl 12 setup and the accumulators spilled to module globals; TRUNCATED at --max-ops, no terminator in window
quake2-gameplay	ref_soft+0x10011fdc	2.72	ARITH	CARRY_STRIDE+TEXEL_FETCH	same 16-texel body, middle of the same unrolled run (entered 0x148 into it); ends by writing s/t/step back to globals ; same loop as rank 2/4/6, split across ranked blocks; TRUNCATED at --max-ops
quake2-gameplay	ref_soft+0x10012000	2.55	ARITH	CARRY_STRIDE+TEXEL_FETCH	same 16-texel body, tail: st32 of the four DDA globals, cmp(ld32(n_g),0x10); ja back to 0x10011deb ; the loop-back arm of the D_DrawSpans8 nest
quake2-gameplay	ref_soft+0x10011c3b	2.04	ARITH	PERSP_DIV	x87: three fmul/fadd chains against global gradient rows (dot3 for u,v,1/z) then fdivr 1/z; integer tail loads spanpackage fields and cmp(n,0x10) ; per-span perspective setup of D_DrawSpans8
quake2-gameplay	ref_soft+0x10011fbc	1.68	ARITH	PERSP_DIV+CARRY_STRIDE	x87 fadd/fadd/fld/fdiv for the next span's 1/z, then falls straight into the same 16-texel carry-stride body ; head-and-body pair of the same nest; TRUNCATED at --max-ops
quake2-gameplay	ref_soft+0x1000bb6a	1.64	ARITH	BLEND	st8(p, ld8(tbl + or(shl(ld8(p),8), src))); then 8 global DDA accumulators reloaded, added and stored back; dec n; jg ; 64K alpha-blend LUT with every temp in module globals
quake2-gameplay	quake2+0x00426d6e	1.45	ARITH	LUT_XLAT	st32(accL+i*8, ld32(accL+i*8)+ld32(ltbl+s*4)); st32(accR+i*8, ld32(accR+i*8)+ld32(rtbl+s*4)); s=ld8(samples+i-1); x2 unrolled; i-=2; jnz ; S_PaintChannelFrom8 stereo mixer, volume tables indexed by the 8-bit sample
quake2-gameplay	ref_soft+0x1001212f	1.26	ARITH	FIXPT_MUL+ADDR_SCALE	hi(imul64(2*(a-ld32(a0_g)), ld32(grad+i*4))) x2; addr=imul(sar(hi_t,16),width)+sar(hi_s,16); shl 16 of the fractions into the step globals; sbb-carry first texel step; jmp [spanfunc_ptr] ; per-span gradient-to-address setup
quake2-gameplay	ref_soft+0x1001480c	1.24	OTHER	STACKPROBE	p-=0x1000; n-=0x1000; test [p],eax; cmp(n,0x1000); jnb ; __chkstk page-touch loop
quake2-gameplay	ref_soft+0x10011deb	1.19	ARITH	FTOL+TEXEL_FETCH	x87 fmul by 1/z x2 then fistp to two globals; st8(dst, ld8(src)); u+=du; v+=dv; n-=0x10; cmp(u,0x1000); jl ; the <16-pixel remainder arm of the span nest, integer conversion inline
quake2-gameplay	ref_soft+0x10012b34	1.13	ARITH	DOT3	x87: three fsub(v,org), then three dot products against global matrix rows (fmul/fmul/fmul/faddp/faddp), fcom vs a global, fnstsw/test ah,1 ; vertex transform + compare, no integer work
quake2-gameplay	ref_soft+0x10012151	1.03	ARITH	FIXPT_MUL+ADDR_SCALE	second entry point into the rank-9 setup: addr=imul(sar(t,16),width)+sar(s,16); shl 16 fractions to globals; sbb-carry step; jmp [spanfunc_ptr] ; same routine, block split at the 0x10012151 join
quake2-gameplay	ref_soft+0x100123ed	0.96	ARITH	CARRY_STRIDE+TEXEL_FETCH	same carry-stride texel body entered 8 texels in; tail is fstp x3, ld32(ld32(pkg_g)+0xc), test, jnz 0x10011c3b ; loop-back arm of the second span nest
quake2-gameplay	ref_soft+0x100124d9	0.94	ARITH	ADDR_SCALE	addr=ld32(base_g)+imul(ld32(p+4),ld32(width_g))+2*ld32(p); x87 fild s,t / fmul gradients / fadd / fcom vs global; fnstsw; test ah,0x45 ; next-span address and clip test
quake2-gameplay	ref_soft+0x100123d7	0.94	ARITH	CARRY_STRIDE+TEXEL_FETCH	same texel body entered 7 texels in ; one more split of the same unrolled run; TRUNCATED at --max-ops
quake2-gameplay	ref_soft+0x10012403	0.92	ARITH	CARRY_STRIDE+TEXEL_FETCH	same texel body entered 9 texels in, ending at the fstp x3 / test / jnz seam
quake2-gameplay	ref_soft+0x10012419	0.87	ARITH	CARRY_STRIDE+TEXEL_FETCH	same texel body entered 10 texels in, same seam
quake2-gameplay	ref_soft+0x10014590	0.80	OTHER	FTOL	fnstcw; or(cw,0xc00); fldcw; fistp16; fldcw; ld32(slot) ; the __ftol helper, called from the span setup
quake2-gameplay	ref_soft+0x1001242f	0.79	ARITH	CARRY_STRIDE+TEXEL_FETCH	same texel body entered 11 texels in, same seam ; ranks 14/16/17/18/20 are five entry offsets into one unrolled loop
quake2-gameplay	ref_soft+0x10013157	0.77	ARITH	FIELD_REPACK+ADDR_SCALE	n8=shr(n+7,3); a=and(neg(n),7); src-=a; cnt-=2*a; 16-bit halves merged into 32-bit regs (mov bx,dx / mov dx,[p+0x18] / ror ebp,16); jmp [tbl+a*4] ; Duff-style dispatch into an 8-pixel-aligned blitter, arguments packed as hi/lo halves
quake2-gameplay	ref_soft+0x10002b73	0.77	ARITH	DOT3+LUT_XLAT	three x87 dot3+translate chains from [ebp-N] stored to obj+0x1c/0x20/0x24, then n=ld8(p+3); e=0x100220a8+imul(n,0xc); fmul against a global vec ; alias-model transform plus byte-indexed normal table; TRUNCATED at --max-ops
quake2-gameplay	ref_soft+0x100120bd	0.76	ARITH	FTOL+TEXEL_FETCH	fmul by 1/z x2; fistp to two globals; st8(dst, ld8(src)); u+=du; v+=dv; cmp(u,0x1000); jl ; the single-pixel remainder twin of rank 11
quake2-gameplay	ref_soft+0x10012e74	0.76	ARITH	ADDR_SCALE	e=ld32(base_g)+shr(key,10); ld32(e+0x14); ld32(e+0x28); test; jnz ; surface-cache bucket probe (note the odd absolute ld32(0x12345678) in the body, a run-time-patched operand rather than a real global)
quake2-gameplay	ref_soft+0x10012fbb	0.75	OTHER	NEW_LIST_RELINK	st32(a,b); st32(a+4, ld32(b+4)); st32(b+4,a); st32(ld32(b+4),a); p=ld32(p+0xc); cmp(p,sentinel); jnz ; doubly-linked LRU relink walked once per cached surface
mw3-gameplay	mech3demo+0x0051579f	3.45	OTHER	X87	st32(dst+{0,4,8}, add(ld32(m+{0x24,0x28,0x2c}), sum_j(fmul(ld32(src+4j), ld32(m+4*(3j+k)))))); src+=12; dst+=12; dec n ; x87 3x3 matrix*vec3 + translate, matrix pointer re-read from global [0x5b6f50] and src/dst respilled to [ebp-N] every iteration; block truncated at --max-ops but the jnz backedge is visible
mw3-gameplay	mech3demo+0x00515a9c	2.85	ARITH	ADDR_SCALE+MEMCOPY	p=add(base,mul(ld32(idx),12)); idx+=4; st32(dst+{0,4,8}, ld32(p+{0,4,8})); dst+=12; dec n ; indexed 12-byte vec3 gather into contiguous scratch, base reloaded from [ebp-8] each trip (RE-notes call this the 0x515a9c vector gather)
mw3-gameplay	mech3demo+0x00515ad8	2.48	OTHER	X87	d=ld32(gA+k)-ld32(gB+k) for k=0,1,2 (twice); cross=(d1*e2-d2*e1) three ways -> st32(ebp-0x34..-0x2c); then dot(ld32(ebp-0x20 vec), ld32(ebp-8 vec)); plus and(shr(x,8),1) parity ; x87 plane-normal cross product from a fixed global vector block then a dot, all temps spilled to [ebp-N]; truncated at --max-ops
mw3-gameplay	mech3demo+0x004fd394	2.27	ARITH	PERSP_DIV	r=fdiv(const, ld32(v+8)); st32(o-0xc, add(mul(mul(ld32(v-0xc),r),Sx),Ox)); st32(o-8, add(mul(mul(ld32(v-8),r),Sy),Oy)); st32(o-4, mul(r,Sz)); v+=12; o+=12; dec n ; x87 1/z perspective divide plus viewport scale/offset from globals
mw3-gameplay	mech3demo+0x0051b0be	1.76	ARITH	DOT3+FTOL	p=sub(add(dot3(ld32(v+{-8,-4,0}), Mrow),T),B); s=add(mul(p,S),O); i=lo32(fsub(fmul(s,K),MAGIC)); and(i,0x3f) cmp 0x20; and(i,0x40) ; two x87 dot3 rows (world->screen) then the magic-constant float->int trick to index a 64-entry sin/cos table with a quadrant bit
mw3-gameplay	mech3demo+0x005242fd	1.27	ARITH	DOT3	s=add(mul(ld32(p+4),ld32(p+4)), mul(ld32(p-4),ld32(p-4))); st32(ebp-8,s); fcomp(s, global); test(ah,0x41) ; x87 squared 2D length compared against a threshold global
mw3-gameplay	mech3demo+0x0051b3ed	1.22	ARITH	DOT3+FTOL	same tree as 0x0051b0be with the vertex taken from globals [esi+0x7043e4..] instead of [esi-8..] ; x87 dot3 transform then magic-number float->int sin/cos table index
mw3-gameplay	mech3demo+0x0052432f	1.19	ARITH	DOT3	v=add(dot3(ld32(p+{-4,0,4}), (g0,g1,g2)), g3); fst(ebp-4,v); fcomp(v, global); test(ah,1) ; third x87 transform row compared against a clip plane constant
mw3-gameplay	mech3demo+0x004fcc92	1.13	OTHER	X87	st32(dst+{0,4,8}, sum_j(fmul(ld32(src+4j), ld32(m+4*(3j+k))))); src+=12; dst+=12; dec n ; same x87 matrix*vec3 as 0x0051579f without the translate add, matrix pointer re-read from global [0x5b6f50] each iteration
mw3-gameplay	mech3demo+0x00547cfe	1.11	MEM	MEMCOPY	st32(dst+{-8,-4,0,4}, ld32(src+{0,-8,-4,-4})); st32(dst+{0x10,0x14}, ld32(src2+{0,4})); src+=12; src2+=8; dst-=0x20; cmp(dst-8, limit) ; descending 0x20-stride struct fill (vertex buffer) gathering from two ascending source streams
mw3-gameplay	mech3demo+0x00515a84	1.08	ARITH	ADDR_SCALE+MEMCOPY	n=and(ld32(obj),0xff); base=ld32(global)->[ebp-8]; then the 0x515a9c body verbatim ; head of the same indexed vec3 gather, entered with the count masked out of the object word
mw3-gameplay	mech3demo+0x0051bf10	0.96	OTHER	FTOL	i=lo32(fsub(fmul(ld32(esp+0xc),K),MAGIC)); and(i,0x3f); and(i,0x40); cmp(and(i,0x3f),0x20) ; standalone magic-constant float->int helper that turns an angle into a 64-entry trig table index plus quadrant bit (RE-notes: scalar trig/table-lookup helper)
mw3-gameplay	mech3demo+0x005243e9	0.93	ARITH	NEW_FAST_SQRT	t=add(sar(ld32(ebp-8),1),0x1fc00000); st32(ebp-0xc,t); r=fmul(fsub(bitcast_f(t),A),B); fst(ecx,r); fcomp(ld32(ebp-4),C) ; integer exponent-halving fast-sqrt seed refined by one linear step, result stored through a pointer
mw3-gameplay	mech3demo+0x00518f8c	0.88	ARITH	LUT_XLAT	i=and(movsx16(ld16(p)),-2); p-=2; st16(p+2, ld16(tbl_on_stack+i)); dec n ; 16-bit destination-indexed LUT translate walking backwards over a row, table lives in the caller's stack frame (neighbour of the folded terrain/grid filter at 0x00518f02)
mw3-gameplay	mech3demo+0x00515c22	0.88	ARITH	ADDR_SCALE+MEMCOPY	identical body to 0x00515a9c: p=add(base,mul(ld32(idx),12)); st32(dst+{0,4,8}, ld32(p+{0,4,8})); dst+=12; dec n ; second copy of the indexed vec3 gather at a different call site
mw3-gameplay	mech3demo+0x00547c9d	0.86	OTHER	COUNTER	st32(dst+0x10, or(or(a, ld32(esp+0x14)), b)); dst=sub(ld32(esp+0x34),0x20); src2=add(ld32(esp+0x30),4); src+=12; cmp(dst,limit) ; tail of the same 0x547cfe vertex-buffer fill, every induction variable reloaded from and written back to [esp+N]
mw3-gameplay	mech3demo+0x00515da1	0.84	MEM	MEMCOPY	n=shl(cnt,3); rep_movsd(n>>2)+rep_movsb(n&3); n2=shl(mul(cnt2,3),2); rep_movsd(n2>>2)+rep_movsb(n2&3) ; two back-to-back rep-movs block copies of a vertex array and a 12-byte-per-element array into fixed global buffers
